Entry_No,Sample_ID,Reference Doi,Reference Short,Rocktype,Craton,Country,Specific Location,Mineral,Garnet_type,SiO2,TiO2,Al2O3,CaO,Cr2O3,FeO,Fe2O3,MgO,MnO,Na2O,Ni,Sr,T,P
9925,H001002,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.68,0.13,20.13,5.36,4.69,6.414,0.185,20.48,0.32,0.03,,,1005.54,30.47
9926,H001020,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G10,41.84,0.14,19.51,4.21,5.81,5.883,0.185,21.67,0.27,0.06,,,1143.13,35.69
9927,H001022,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G10,42.5,0.05,21.59,1.97,3.87,5.31,0.189,24.13,0.29,0.02,,,968.87,29.73
9928,H001023,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.87,0.06,19.95,5.92,4.8,5.984,0.185,20.18,0.32,0.02,,,1043.86,33.21
9929,H001024,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G10,42.18,0.04,20.65,3.92,5.05,5.392,0.187,22.3,0.08,0.01,,,1102,36.08
9931,H001044,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.53,0.01,20.81,5.6,4.41,7.394,0.185,19.35,0.49,0.01,,,871.84,31.21
9934,H001103,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G10,42.23,0.08,20.64,3.47,4.75,5.622,0.187,22.31,0.17,0.03,,,893.63,25.9
9937,H001111,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.66,0.09,20.52,5.08,4.86,6.153,0.186,20.83,0.29,0.03,,,997.31,27.93
9938,H001116,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.87,0.29,22.54,4.66,1.66,7.742,0.187,20.6,0.31,0.05,,,1048.87,32.09
9939,H001119,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.69,0.08,20.15,5.13,5.6,6.273,0.186,20.55,0.35,0.05,,,983.66,26.06
9940,H001135,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.6,0.21,21.29,5.1,3.67,6.583,0.186,20.58,0.36,0.04,,,994.87,30.03
9941,H001142,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.64,0.24,21.81,5.18,2.53,7.933,0.185,19.73,0.32,0.03,,,1025.55,37.25
9942,H001202,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.7,0.06,20.4,6.13,4.74,5.613,0.185,20.3,0.31,0.02,,,1098.05,36.01
9943,H001205,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G10,41.97,0.12,21.21,3.93,3.57,7.193,0.186,20.95,0.36,0.04,,,963.89,26.59
9944,H001209,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.72,0.04,20.12,6.24,5.15,5.713,0.185,20.22,0.31,0.02,,,1054.92,33.99
9945,H011014,https://doi.org/10.1016/j.lithos.2004.04.030,Hearn 2004,,Wyoming,USA,Homestead ,Garnet,G9,41.11,0.09,19.37,4.82,5.16,6.175,0.395,20.53,0.38,0.19,,,1021.3,31.82
10027,1352106,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.51,0,21.69,5.03,3.3,7.583,0.186,20.28,0.45,,,,756.19,43
10028,1352109,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G11,41.81,0.5,19.88,4.57,4.27,6.478,0.48,21.79,0.27,,,,1185.29,58.2
10029,1352110,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.69,0,21.42,4.93,3.65,6.503,0.352,21.14,0.35,,,,917.43,48.47
10030,135213,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G11,41.8,0.38,21.09,4.38,3.2,6.522,0.565,21.82,0.3,,,,1157.15,62.26
10031,135214,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G11,42.14,0.51,20.22,4.42,3.39,5.927,0.748,22.48,0.24,,,,1436.38,60.91
10032,135226,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.87,0.15,18.75,5.32,5.95,5.351,0.688,21.78,0.21,,,,1479.4,68.82
10034,13528,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.7,0.01,21.4,4.68,3.72,6.085,0.561,21.59,0.31,,,,933.85,48.8
10035,135370,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.47,0.19,20.03,5.02,4.68,6.513,0.741,21.13,0.29,,,,1112.86,59.22
10036,1354102,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.76,0.02,22.32,4.43,2.45,6.867,0.514,21.36,0.34,,,,942.79,53.18
10038,135424,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G11,41.91,0.4,21.39,4.23,2.71,6.874,0.395,21.82,0.29,,,,1120.33,57.59
10039,135425,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.44,0,21.68,4.85,3.14,7.379,0.634,20.48,0.45,,,,849.4,54.73
10040,135426,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.71,0,22.27,4.86,2.56,7.267,0.192,20.73,0.43,,,,788.23,46.27
10041,135427,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G11,41.64,0.46,19.45,4.95,5.04,6.033,0.575,21.62,0.29,,,,1185.33,58.72
10042,13548,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.61,0,22.08,4.75,2.9,7.612,0.186,20.41,0.47,,,,737.36,35.96
10043,13549,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kaalvallei,Garnet,G9,41.65,0.02,21.93,4.38,2.9,6.558,0.747,21.54,0.36,,,,998.59,59.48
10044,A1P1,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.07,0.22,20.98,4.93,4.38,7.493,0.308,20.23,0.43,,,,898.49,45.11
10045,A1P6,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.16,0.25,20.28,5.13,4.69,7.707,0.359,20.04,0.43,,,,829.54,36.03
10047,A4P6,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.29,0,21.16,4.99,3.69,7.444,0.74,20.27,0.49,,,,807.21,30.73
10048,BP1,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G11,41.22,1.16,18.24,5.75,5.76,6.784,0.184,20.66,0.27,,,,1404.05,60.22
10049,BP2,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G11,40.92,1.17,17.84,5.81,6.53,6.325,0.45,20.73,0.25,,,,1520.91,68.54
10050,CP10,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.46,0.36,21.5,4.56,2.86,7.13,0.744,21.09,0.37,,,,1139.85,49.77
10052,CP15,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.18,0.28,19.34,5.29,6,6.456,0.438,20.69,0.37,,,,962.78,42.69
10053,CP20,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G11,40.98,0.43,19.2,5.34,5.96,6.552,0.698,20.53,0.39,,,,1071.49,49.53
10054,CP24,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,40.94,0.16,17.6,5.84,8.35,5.557,0.714,20.62,0.29,,,,1189.01,46.91
10055,CP25,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G11,40.85,0.63,17.85,5.72,7.69,5.841,0.466,20.73,0.28,,,,1226.04,53.71
10056,CP33,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.35,0.05,19.93,5.07,5.58,6.797,0.192,20.61,0.45,,,,812.47,32.77
10057,CP4,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G10,41.28,0.06,19.89,4.59,5.59,6.796,0.494,20.92,0.44,,,,806.61,33.14
10058,CP7,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Superior,Canada,Kirkland Lk.,Garnet,G9,41.42,0.24,21.79,4.54,3,7.287,0.47,20.88,0.42,,,,887.55,41.16
10061,DC0207,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.41,0.01,20.32,5.41,5,5.632,0.743,21.23,0.33,,,,1009.98,52.04
10063,DC0212,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,40.87,0.05,19.22,5.71,6.2,6.528,0.736,20.49,0.27,,,,992.31,54.66
10064,DC0213,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.44,0,19.81,4.87,5.79,5.649,0.69,21.51,0.32,,,,919.57,44.96
10065,DC0215,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.48,0.09,20.72,4.71,4.29,6.331,0.743,21.36,0.35,,,,915.77,38.86
10066,DC0333,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.37,0.07,21.56,4.83,3.07,7.482,0.742,20.51,0.45,,,,881.49,49.89
10069,DC0342,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.38,0.01,19.66,5.29,5.74,5.753,0.741,21.18,0.32,,,,1048.78,61.57
10070,DC0345,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,Kalahari,South Africa,Kimberley,Garnet,G9,41.4,0,20.52,5.31,4.59,6.413,0.741,20.77,0.34,,,,1009.64,55.98
10071,FB1301,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,North Atlantic,Canada,Cullinan,Garnet,G11,42.12,0.49,21.37,4.35,2.1,6.774,0.595,22,0.25,,,,1222.23,51.01
10073,FB1336,https://doi.org/10.1016/j.chemgeo.2009.11.017,De Hoog et al. 2010,,North Atlantic,Canada,Cullinan,Garnet,G10,40.99,0.43,17.72,4.65,7.9,6.062,0.675,21.38,0.26,,,,1109.4,52.57
10185,AKM41,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G10,42.95,0,22.75,1.63,1.82,6.819,0.189,23.42,0.39,0.01,,,765.41,35.68
10188,AKM57,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G10,42.09,0.01,20.54,3.28,4.38,8.283,0.186,20.74,0.51,0.01,,,764.25,33.07
10189,AKM58,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G9,42.09,0.36,18.9,4.9,5.85,7.653,0.185,20.23,0.32,0.07,,,953.92,45.47
10191,TKM13/11,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G10,42.11,0.06,19.76,3.74,5.09,7.193,0.185,21.18,0.4,0.04,,,816.69,41.19
10192,TKM25/11,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G9,42.34,0.01,20.89,4.82,3.91,7.312,0.186,20.29,0.4,0.01,,,928.95,46.91
10193,TKM26/11,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G10,42.65,0.01,21.16,2.48,3.72,7.201,0.188,22.35,0.36,0.03,,,832.48,36.88
10194,TM31,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G9,42.27,0.05,21.94,4.84,1.99,8.223,0.186,19.97,0.36,0.03,,,853.47,41.22
10196,TM38,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G9,41.92,0.08,21.66,4.86,1.99,8.604,0.185,19.78,0.39,0.03,,,816.06,39.73
10197,TM53,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G9,42.21,0.06,22.35,4.61,1.45,7.922,0.186,20.49,0.31,0.07,,,778.05,28.13
10198,TM56,https://doi.org/10.3390/min10090740,Dymshits et al. 2020,,Siberia,Russia,Komsomolskaya-Magnitnaya,Garnet,G12,40.49,0.11,19.47,6.38,3.57,14.577,0.648,14.65,0.61,0,,,854.71,50.53
10254,Vt15,https://doi.org/10.1007/s00410-012-0767-z,Goncharov and D.A. Ionov (2012),,Non Cratonic,Russia,Vitim,Garnet,G9,41.7,0.19,22.83,5.38,1.9,6.754,0.696,20.84,0.25,,,,1089.87,25.6
10256,Vt19,https://doi.org/10.1007/s00410-012-0767-z,Goncharov and D.A. Ionov (2012),,Non Cratonic,Russia,Vitim,Garnet,G9,42.11,0.16,23.78,4.69,1.17,6.18,0.189,21.43,0.19,,,,1146.03,26.26
10257,Vt20,https://doi.org/10.1007/s00410-012-0767-z,Goncharov and D.A. Ionov (2012),,Non Cratonic,Russia,Vitim,Garnet,G9,41.87,0.17,23.85,4.91,1.36,6.341,0.188,20.94,0.34,,,,1084,24.25
10271,Vt9,https://doi.org/10.1007/s00410-012-0767-z,Goncharov and D.A. Ionov (2012),,Non Cratonic,Russia,Vitim,Garnet,G9,42.18,0.2,23.83,4.71,1.21,6.16,0.189,21.32,0.26,,,,1168.96,26.5
10309,87/100,https://doi.org/10.1016/j.epsl.2012.09.016,Goncharov et al. (2012),,Siberia,Russia,Udachnaya,Garnet,G9,40.35,0,19.55,6.88,6.21,7.757,0.181,17.8,0.21,,,,866.63,37.79
10456,0501132B,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,43.1,0.36,20.17,4.96,4.21,6.75,0.188,20.98,0.35,0.05,,,973.43,50.33
10457,501211,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.56,0.21,18.76,5.23,6.76,6.991,0.187,20.5,0.38,0.04,,,951.94,49.02
10459,05012795B,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.02,0.3,19.32,4.86,5.67,7.37,0.289,20.87,0.37,0.06,,,953.61,50.31
10460,0501332B,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.9,0.05,21.28,4.69,3.69,8.09,0.189,20.23,0.4,0.03,,,906.01,49.01
10461,5013515,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.98,0.06,21.72,4.49,3.02,8.962,0.187,19.83,0.48,0.03,,,703.59,32.23
10462,0501388B,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,40.84,0.49,16.63,6.08,7.76,7.658,0.725,19.28,0.39,0.04,,,1101.56,60.92
10467,5016607,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,40.48,0.65,15.54,5.8,9.97,7.198,0.724,19.48,0.42,0.07,,,1054.19,60.93
10468,5016737,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.88,0.45,20.14,4.88,4.07,8.313,0.186,20.26,0.37,0.06,,,954.49,56.84
10470,501845,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.53,0.1,18.19,6.23,7.61,7.632,0.187,19.09,0.44,0.02,,,945.57,52.09
10472,502651,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,40.5,0.36,14.91,7.67,10.78,8.16,0.589,17.38,0.47,0.05,,,1022.57,59.55
10473,5027697,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.09,0.13,21.66,4.36,3.02,8.922,0.187,20.11,0.57,0.03,,,748.14,42.49
10474,50380,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G10,43.01,0.3,20.55,4.37,4.2,7.48,0.189,21.1,0.34,0.06,,,939.54,46.9
10475,50557,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.13,0.26,20.42,4.74,4.13,7.952,0.187,20.7,0.4,0.02,,,930.15,52.86
10476,50696,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.67,0.08,19.14,5.38,6.07,7.452,0.743,20.27,0.42,0.02,,,1057.9,59.64
10479,9511475,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,42.45,0.49,21.04,4.74,3.14,6.281,0.355,22.09,0.28,0.04,,,1351.28,66.81
10481,25113376A,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.22,1.17,16.97,6.18,6.51,8.067,0.581,19.35,0.38,0.09,,,1137.17,60.91
10482,25113465,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.53,0.06,17.39,6.13,8.83,6.951,0.399,19.77,0.41,0.05,,,1000.94,52.18
10483,25113736,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G12,41.98,0.42,21.62,5.97,2.25,8.491,0.365,19.53,0.41,0.04,,,838.21,24.93
10484,25116018,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.34,0.35,17.06,5.53,8.38,7.083,0.397,20.18,0.35,0.04,,,949.33,47.01
10486,2513262B,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.92,0.99,16.73,6.22,8.02,6.753,0.185,20.05,0.35,0.08,,,1100.45,61.08
10487,2515204,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.46,0.27,20.33,4.6,4.27,8.492,0.187,20.13,0.41,0.04,,,921.89,47.21
10489,2581116,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.75,0.4,19.6,5.46,4.29,7.909,0.668,20.1,0.31,0.04,,,1069.98,63.17
10490,2581343,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.25,0.4,17.48,5.88,8,6.713,0.552,20.11,0.32,0.05,,,1112.58,56.31
10491,25815925,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.3,0.55,17.06,6.17,8.19,6.51,0.5,20.11,0.39,0.04,,,1202.99,63.66
10492,25816625,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G10,41.44,0.8,7.36,5.99,17.17,6.912,0.432,20.14,0.34,0.08,,,1104.13,57.4
10497,2584572,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.82,0.53,19.01,5.27,5.72,7.124,0.429,20.76,0.33,0.05,,,1034.94,52.79
10498,2584736,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.44,0.94,17.29,5.98,7.12,6.715,0.461,20.38,0.33,0.07,,,1124.16,59.73
10500,258696,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.09,0.26,20.06,4.9,4.38,6.985,0.55,21.16,0.35,0.04,,,1060.06,53.2
10502,2588445,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.87,0.87,16.43,6.23,8.17,6.744,0.184,19.77,0.36,0.07,,,1068.5,57
10503,7S1,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.64,0.93,16.91,6.08,7.87,6.774,0.185,20.24,0.36,0.07,,,1094.3,58.39
10504,7S2,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.45,0.03,19.78,5.05,5.44,6.961,0.188,20.94,0.42,0.02,,,965.68,49.71
10505,7S3,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,42.3,0.6,17.71,5.76,7.25,6.942,0.186,20.43,0.34,0.06,,,1128.76,57.78
10506,7S4,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.58,0.14,18.49,5.69,7.25,7.311,0.187,19.93,0.42,0.03,,,965.83,49.45
10507,7S5,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.41,0.78,16.94,5.99,8.14,7.245,0.183,19.48,0.4,0.09,,,1002.35,53.01
10508,7S8,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.52,0.89,16.21,6.27,8.88,6.935,0.184,19.65,0.37,0.09,,,1057.39,56.32
10509,7S9,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.69,0.6,16.35,5.97,9.23,6.914,0.184,19.9,0.37,0.05,,,1063.79,57.27
10511,CH1S1,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,42.11,0.46,17.53,5.68,8.27,6.582,0.186,20.38,0.37,0.07,,,1057.89,57.35
10514,P6225C,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,43.18,0.23,20.87,4.83,4.09,7.609,0.19,20.82,0.36,0.04,,,1013.31,48.44
10515,P6806N10,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G10,42.6,0.26,19.12,4.87,6.29,7.101,0.187,20.65,0.37,0.05,,,939.2,48.58
10517,P6806N3,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.52,0.2,19,5.57,6.64,8.391,0.187,19.24,0.51,0.06,,,799.6,47.29
10518,P6807N2,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G10,41.82,0.26,17.39,5.48,8.51,7.154,0.185,19.8,0.42,0.04,,,929.42,53.29
10519,P6807N2A,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.49,0.2,22.17,4.24,2.57,8.421,0.188,20.35,0.45,0.06,,,765.19,40.87
10520,P6807N3,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.62,0.37,21.34,4.41,2.95,8.011,0.188,20.81,0.37,0.06,,,1012.79,50.69
10521,P6807N5,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,43.06,0.18,22.65,4.35,1.74,9.429,0.19,20.07,0.51,0.05,,,775.98,39.06
10522,P6809N1,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.37,0.29,18.59,5.42,6.82,7.342,0.187,20.14,0.42,0.05,,,934.16,50.05
10523,P6812N1,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G11,41.89,0.61,18.26,5.46,7.35,6.763,0.186,20.15,0.39,0.07,,,1094.28,59.11
10524,P6812N2,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.55,0.25,20.49,4.47,3.87,7.84,0.611,20.58,0.41,0.05,,,962.85,55.66
10527,P6814N5,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,42.42,0.35,20.79,4.53,4.14,7.591,0.188,20.6,0.33,0.05,,,982.89,46.68
10528,P6851N2,https://doi.org/10.1093/petrology/egz061,Kopylova et al. 2019,,North Atlantic,Canada,Chidliak ,Garnet,G9,41.52,0.24,15.35,6.27,10.64,7.486,0.182,18.83,0.44,0.04,,,928.24,53.2
